,loss,accuracy,mean_io_u_1,val_loss,val_accuracy,val_mean_io_u_1
20,0.15885315835475922,0.9374383687973022,0.420774906873703,0.1550123244524002,0.939444363117218,0.42243829369544983
21,0.1539708375930786,0.9396495223045349,0.420774906873703,0.15390093624591827,0.9399105310440063,0.4221082925796509
22,0.14971530437469482,0.9413293600082397,0.4207748770713806,0.15889884531497955,0.938331127166748,0.421523779630661
23,0.14649179577827454,0.9429293870925903,0.4207749664783478,0.1380549669265747,0.9462000131607056,0.4221576154232025
24,0.14457674324512482,0.943356990814209,0.42077553272247314,0.1374635249376297,0.946435272693634,0.4224395751953125
25,0.14115408062934875,0.9448838233947754,0.42079299688339233,0.13464350998401642,0.9475640654563904,0.4219786524772644
26,0.13214850425720215,0.9487444758415222,0.42078205943107605,0.12849321961402893,0.9506645202636719,0.4221945106983185
27,0.13153278827667236,0.948759913444519,0.4208223819732666,0.1253920942544937,0.9512165784835815,0.4212437868118286
28,0.1283925473690033,0.9500830173492432,0.4208497405052185,0.13533060252666473,0.947284460067749,0.4228086769580841
29,0.12105255573987961,0.9532702565193176,0.42090022563934326,0.11412951350212097,0.9559464454650879,0.42258092761039734
30,0.11575797200202942,0.9550663232803345,0.4208816587924957,0.11253621429204941,0.9567384719848633,0.42248085141181946
31,0.11168482154607773,0.9568141102790833,0.42094576358795166,0.10843359678983688,0.9579504132270813,0.4225083291530609
32,0.11159505695104599,0.9568262100219727,0.42103156447410583,0.1347910612821579,0.9485092163085938,0.4213988184928894
33,0.1049940213561058,0.9594767689704895,0.42109182476997375,0.09909669309854507,0.9619545340538025,0.4227355718612671
34,0.10221628099679947,0.9607471823692322,0.42115357518196106,0.09331262856721878,0.9640461802482605,0.4220965802669525
35,0.09174413233995438,0.9647746086120605,0.4215087294578552,0.08985864371061325,0.9653863906860352,0.421135276556015
36,0.08613410592079163,0.9670411944389343,0.4217115640640259,0.08617845922708511,0.9669100046157837,0.42377370595932007
37,0.08349467813968658,0.9681544303894043,0.42196959257125854,0.08507031947374344,0.9676257967948914,0.42414432764053345
38,0.08258841186761856,0.9684313535690308,0.42204907536506653,0.08303218334913254,0.9679505228996277,0.4230504333972931
39,0.07658234983682632,0.9707165360450745,0.4225996136665344,0.07878074795007706,0.9697625041007996,0.42428648471832275
40,0.07942116260528564,0.9695908427238464,0.4226028025150299,0.07392661273479462,0.9717643857002258,0.42476075887680054
41,0.07277152687311172,0.9721112847328186,0.42348799109458923,0.072942353785038,0.9719035029411316,0.42322027683258057
42,0.07634598016738892,0.9707204699516296,0.42311719059944153,0.07758587598800659,0.9703888297080994,0.42418938875198364
43,0.06590776890516281,0.9748164415359497,0.4239974021911621,0.06249266490340233,0.9761621952056885,0.42391759157180786
44,0.0611405074596405,0.9766130447387695,0.42505180835723877,0.06007567048072815,0.9768730401992798,0.427904337644577
45,0.05901358276605606,0.9774052500724792,0.42554664611816406,0.0682419165968895,0.97355717420578,0.4231976866722107
46,0.05660145729780197,0.9782344102859497,0.4263853430747986,0.05612075701355934,0.978254497051239,0.4291500151157379
47,0.05693867802619934,0.9780520796775818,0.4269690215587616,0.05770432576537132,0.9775827527046204,0.42541587352752686
48,0.052589625120162964,0.9797707200050354,0.42810776829719543,0.05415366590023041,0.9788241386413574,0.4291192293167114
49,0.05778714269399643,0.9777846932411194,0.42715781927108765,0.060151565819978714,0.9769040942192078,0.42601484060287476
50,0.05592424422502518,0.978434681892395,0.4280625283718109,0.09699377417564392,0.9625548124313354,0.42251473665237427
